term	gene
H_Liver_Normal_CytotoxicTCell_29117436	CD3E
H_Liver_Normal_CytotoxicTCell_29117436	CD3G
H_Liver_Normal_CytotoxicTCell_29117436	CD8A
H_Liver_Normal_NaturalKillerTNktCell_29117436	CD3D
H_Liver_Normal_NaturalKillerTNktCell_29117436	CD3E
H_Liver_Normal_NaturalKillerTNktCell_29117436	CD3G
H_Liver_Normal_NaturalKillerTNktCell_29117436	NCAM1
H_Liver_Normal_THelperCell_29117436	CD3D
H_Liver_Normal_THelperCell_29117436	CD3E
H_Liver_Normal_THelperCell_29117436	CD3G
H_Liver_Normal_THelperCell_29117436	CD4
H_Liver_Normal_TCell_29117436	CD3D
H_Liver_Normal_TCell_29117436	CD3E
H_Liver_Normal_TCell_29117436	CD3G
H_Liver_Normal_MemoryTCell_29117436	CD3D
H_Liver_Normal_MemoryTCell_29117436	CD3E
H_Liver_Normal_MemoryTCell_29117436	CD3G
H_Liver_Normal_MemoryTCell_29117436	PTPRC
H_Liver_Normal_BCell_29117436	CD19
H_Liver_Normal_Monocyte_29117436	CD14
H_Liver_Normal_Monocyte_29117436	FCGR3A
H_Liver_Normal_Monocyte_29117436	FCGR3B
H_PeripheralBlood_Normal_THelperCell_28777444	CD3D
H_PeripheralBlood_Normal_THelperCell_28777444	CD3E
H_PeripheralBlood_Normal_THelperCell_28777444	CD3G
H_PeripheralBlood_Normal_THelperCell_28777444	CD4
H_PeripheralBlood_Normal_MemoryTCell_28777444	CD3D
H_PeripheralBlood_Normal_MemoryTCell_28777444	CD3E
H_PeripheralBlood_Normal_MemoryTCell_28777444	CD3G
H_PeripheralBlood_Normal_MemoryTCell_28777444	PTPRC
H_PeripheralBlood_Normal_RegulatoryTTregCell_28777444	IL2RA
H_PeripheralBlood_Normal_RegulatoryTTregCell_28777444	CD3D
H_PeripheralBlood_Normal_RegulatoryTTregCell_28777444	CD3E
H_PeripheralBlood_Normal_RegulatoryTTregCell_28777444	CD3G
H_PeripheralBlood_Normal_RegulatoryTTregCell_28777444	CD4
H_PeripheralBlood_Normal_RegulatoryTTregCell_28777444	FOXP3
H_PeripheralBlood_Normal_THelper1Th1Cell_28777444	CD3D
H_PeripheralBlood_Normal_THelper1Th1Cell_28777444	CD3E
H_PeripheralBlood_Normal_THelper1Th1Cell_28777444	CD3G
H_PeripheralBlood_Normal_THelper1Th1Cell_28777444	CD4
H_PeripheralBlood_Normal_THelper1Th1Cell_28777444	IFNG
H_PeripheralBlood_Normal_THelper2Th2Cell_28777444	CD3D
H_PeripheralBlood_Normal_THelper2Th2Cell_28777444	CD3E
H_PeripheralBlood_Normal_THelper2Th2Cell_28777444	CD3G
H_PeripheralBlood_Normal_THelper2Th2Cell_28777444	CD4
H_PeripheralBlood_Normal_THelper2Th2Cell_28777444	IL4
H_PeripheralBlood_Normal_THelper17Th17Cell_28777444	CD3D
H_PeripheralBlood_Normal_THelper17Th17Cell_28777444	CD3E
H_PeripheralBlood_Normal_THelper17Th17Cell_28777444	CD3G
H_PeripheralBlood_Normal_THelper17Th17Cell_28777444	CD4
H_PeripheralBlood_Normal_THelper17Th17Cell_28777444	IL17RA
H_PeripheralBlood_GastricCancer_EndothelialProgenitorCell_29391882	PROM1
H_PeripheralBlood_GastricCancer_EndothelialProgenitorCell_29391882	PECAM1
H_PeripheralBlood_GastricCancer_EndothelialProgenitorCell_29391882	CD34
H_PeripheralBlood_GastricCancer_EndothelialProgenitorCell_29391882	PTPRC
H_PeripheralBlood_GastricCancer_EndothelialCell_29391882	PROM1
H_PeripheralBlood_GastricCancer_EndothelialCell_29391882	PECAM1
H_PeripheralBlood_GastricCancer_EndothelialCell_29391882	CD34
H_PeripheralBlood_GastricCancer_EndothelialCell_29391882	PTPRC
H_Undefined_Normal_MesenchymalStromalCell_27989346	ENG
H_Undefined_Normal_MesenchymalStromalCell_27989346	CD34
H_Undefined_Normal_MesenchymalStromalCell_27989346	PTPRC
H_Undefined_Normal_MesenchymalStromalCell_27989346	NT5E
H_Undefined_Normal_MesenchymalStromalCell_27989346	THY1
H_Undefined_ColorectalCancer_CancerStemCell_24765173	CD44
H_Undefined_ColorectalCancer_CancerStemCell_24765173	EPCAM
H_Lung_LungAdenocarcinoma_CancerStemCell_24502949	PROM1
H_Lung_Normal_Monocyte_29105205	CD14
H_Lung_Normal_PlasmacytoidDendriticCell_29105205	NRP1
H_Lung_Normal_THelperCell_29105205	GP1BA
H_Blood_Normal_Monocyte_29105205	CD14
H_Blood_Normal_PlasmacytoidDendriticCell_29105205	NRP1
H_Blood_Normal_THelperCell_29105205	GP1BA
H_Undefined_CervicalCancer_CancerStemCell_25119492	PIWIL1
H_LymphNode_Normal_LymphaticEndothelialCell_27172947	PECAM1
H_LymphNode_Normal_LymphaticEndothelialCell_27172947	CD34
H_LymphNode_Normal_LymphaticEndothelialCell_27172947	PDPN
H_LymphNode_Normal_LymphaticEndothelialCell_27172947	PROX1
H_LymphNode_Normal_LymphaticEndothelialCell_27172947	FLT4
H_Undefined_Normal_Fibroblast_25112013	ENG
H_Undefined_Normal_Fibroblast_25112013	ITGAM
H_Undefined_Normal_Fibroblast_25112013	CD19
H_Undefined_Normal_Fibroblast_25112013	CD34
H_Undefined_Normal_Fibroblast_25112013	CD44
H_Undefined_Normal_Fibroblast_25112013	PTPRC
H_Undefined_Normal_Fibroblast_25112013	NT5E
H_Undefined_Normal_Fibroblast_25112013	THY1
H_Undefined_Normal_Fibroblast_25112013	HLA-DR family
H_PeripheralBlood_Normal_Platelet_25251668	ITGA2B
H_Colorectum_ColorectumCancer_TCell_23981607	CD3D
H_Colorectum_ColorectumCancer_TCell_23981607	CD3E
H_Colorectum_ColorectumCancer_TCell_23981607	CD3G
H_Blood_Normal_EndothelialProgenitorCell_24641802	PROM1
H_Blood_Normal_EndothelialProgenitorCell_24641802	CD34
H_Blood_Normal_EndothelialProgenitorCell_24641802	PTPRC
H_PancreaticIslet_Normal_EndocrineCell_27687889	CD99
H_Placenta_Normal_MesenchymalStromalCell_29108631	ENG
H_Placenta_Normal_MesenchymalStromalCell_29108631	CD34
H_Placenta_Normal_MesenchymalStromalCell_29108631	PTPRC
H_Placenta_Normal_MesenchymalStromalCell_29108631	THY1
H_Placenta_Normal_MesenchymalStromalCell_29108631	HLA-DR family
H_Blood_Normal_ResponderTCell_24603196	IL2RA
H_Blood_Normal_ResponderTCell_24603196	CD4
H_Blood_Normal_ResponderTCell_24603196	LRRC32
H_Blood_Normal_RegulatoryTTregCell_24603196	LRRC32
H_Undefined_BreastCancer_CancerStemCell_24041801	ALDH family
H_Undefined_BreastCancer_CancerStemCell_24041801	CD24
H_Undefined_BreastCancer_CancerStemCell_24041801	CD44
H_BoneMarrow_Normal_MesenchymalStemCell_29552046	CD34
H_BoneMarrow_Normal_MesenchymalStemCell_29552046	PTPRC
H_BoneMarrow_Normal_MesenchymalStemCell_29552046	NT5E
H_BoneMarrow_Normal_MesenchymalStemCell_29552046	THY1
H_Blood_GastricCancer_CancerStemCell_28123556	CD44
H_Undefined_ColorectalCancer_CancerStem-LikeCell_24905352	PROM1
H_AdiposeTissue_Normal_MesenchymalStemCell_28334693	ENG
H_AdiposeTissue_Normal_MesenchymalStemCell_28334693	CD14
H_AdiposeTissue_Normal_MesenchymalStemCell_28334693	ITGB1
H_AdiposeTissue_Normal_MesenchymalStemCell_28334693	CD34
H_AdiposeTissue_Normal_MesenchymalStemCell_28334693	CD44
H_AdiposeTissue_Normal_MesenchymalStemCell_28334693	PTPRC
H_AdiposeTissue_Normal_MesenchymalStemCell_28334693	NT5E
H_AdiposeTissue_Normal_MesenchymalStemCell_28334693	THY1
H_Undefined_HeadAndNeckSquamousCellCarcinoma_CancerStemCell_25280025	CD44
H_AdiposeTissue_Normal_Adipose-DerivedStemCell_29188405	VCAM1
H_AdiposeTissue_Normal_Adipose-DerivedStemCell_29188405	ITGB1
H_AdiposeTissue_Normal_Adipose-DerivedStemCell_29188405	PECAM1
H_AdiposeTissue_Normal_Adipose-DerivedStemCell_29188405	CD34
H_AdiposeTissue_Normal_Adipose-DerivedStemCell_29188405	PTPRC
H_AdiposeTissue_Normal_Adipose-DerivedStemCell_29188405	THY1
H_BoneMarrow_Normal_MesenchymalStemCell_29118937	ENG
H_BoneMarrow_Normal_MesenchymalStemCell_29118937	CD34
H_BoneMarrow_Normal_MesenchymalStemCell_29118937	PTPRC
H_BoneMarrow_Normal_MesenchymalStemCell_29118937	NT5E
H_BoneMarrow_Normal_MesenchymalStemCell_29118937	THY1
H_Breast_BreastCancer_CancerStemCell_28986882	CD24
H_Breast_BreastCancer_CancerStemCell_28986882	CD44
H_Lung_LungCancer_CancerStemCell_28986882	ALDH1A1
H_Lung_LungCancer_CancerStemCell_28986882	PROM1
H_Lung_LungCancer_CancerStemCell_28986882	ALCAM
H_Lung_LungCancer_CancerStemCell_28986882	CD44
H_Lung_LungCancer_CancerStemCell_28986882	THY1
H_Colon_ColorectalCancer_CancerStemCell_28986882	PROM1
H_Colon_ColorectalCancer_CancerStemCell_28986882	ALCAM
H_Colon_ColorectalCancer_CancerStemCell_28986882	CD24
H_Colon_ColorectalCancer_CancerStemCell_28986882	CD44
H_Skin_CutaneousSquamousCellCarcinoma_CancerStemCell_25061226	SOX2
H_Synovium_Normal_Macrophage_25109449	CD68
H_Synovium_Normal_Fibroblast_25109449	THY1
H_Synovium_Normal_TCell_25109449	CD3D
H_Synovium_Normal_TCell_25109449	CD3E
H_Synovium_Normal_TCell_25109449	CD3G
H_Synovium_Normal_BCell_25109449	MS4A1
H_PeripheralBlood_Normal_NaiveBCell_27780620	CD19
H_PeripheralBlood_Normal_NaiveBCell_27780620	CD27
H_PeripheralBlood_Normal_NaiveBCell_27780620	IgD family
H_PeripheralBlood_Normal_Class-SwitchedMemoryBCell_27780620	CD19
H_PeripheralBlood_Normal_Class-SwitchedMemoryBCell_27780620	CD27
H_PeripheralBlood_Normal_Class-SwitchedMemoryBCell_27780620	IgD family
H_PeripheralBlood_Normal_Non-SwitchedMemoryBCell_27780620	CD19
H_PeripheralBlood_Normal_Non-SwitchedMemoryBCell_27780620	CD27
H_PeripheralBlood_Normal_Non-SwitchedMemoryBCell_27780620	IgD family
H_PeripheralBlood_Normal_Double-NegativeBCell_27780620	CD19
H_PeripheralBlood_Normal_Double-NegativeBCell_27780620	CD27
H_PeripheralBlood_Normal_Double-NegativeBCell_27780620	IgD family
H_PeripheralBlood_Normal_TransitionalBCell_27780620	CD19
H_PeripheralBlood_Normal_TransitionalBCell_27780620	CD24
H_PeripheralBlood_Normal_TransitionalBCell_27780620	CD38
H_PeripheralBlood_Normal_Plasmablast_27780620	CD19
H_PeripheralBlood_Normal_Plasmablast_27780620	CD24
H_PeripheralBlood_Normal_Plasmablast_27780620	CD38
H_AdiposeTissue_Normal_Adipose-DerivedStemCell_24713343	ENG
H_AdiposeTissue_Normal_Adipose-DerivedStemCell_24713343	KIT
H_Pancreas_MalignantInsulinoma_CancerStemCell_27049037	THY1
H_Liver_LiverCancer_CancerStemCell_28671046	PROM1
H_Liver_LiverCancer_CancerStemCell_28671046	CD24
H_OralMucosa_Normal_OralKeratinocyteStemCell_24329011	TFRC
H_OralMucosa_Normal_OralKeratinocyteStemCell_24329011	ITGA6
H_OralMucosa_Normal_OralKeratinocyteStemCell_24329011	ITGB4
H_AdiposeTissue_Normal_MesenchymalStromalCell_27515308	ENG
H_AdiposeTissue_Normal_MesenchymalStromalCell_27515308	CD44
H_AdiposeTissue_Normal_MesenchymalStromalCell_27515308	NT5E
H_AdiposeTissue_Normal_MesenchymalStromalCell_27515308	THY1
H_Urine_Normal_Urine-DerivedStemCell_24945524	ENG
H_Urine_Normal_Urine-DerivedStemCell_24945524	KIT
H_Urine_Normal_Urine-DerivedStemCell_24945524	PROM1
H_Urine_Normal_Urine-DerivedStemCell_24945524	CD14
H_Urine_Normal_Urine-DerivedStemCell_24945524	MCAM
H_Urine_Normal_Urine-DerivedStemCell_24945524	CD24
H_Urine_Normal_Urine-DerivedStemCell_24945524	ITGB1
H_Urine_Normal_Urine-DerivedStemCell_24945524	PECAM1
H_Urine_Normal_Urine-DerivedStemCell_24945524	CD34
H_Urine_Normal_Urine-DerivedStemCell_24945524	CD44
H_Urine_Normal_Urine-DerivedStemCell_24945524	PTPRC
H_Urine_Normal_Urine-DerivedStemCell_24945524	NT5E
H_Urine_Normal_Urine-DerivedStemCell_24945524	THY1
H_Urine_Normal_Urine-DerivedStemCell_24945524	NA
H_Urine_Normal_Urine-DerivedStemCell_24945524	NA
H_SkeletalMuscle_Normal_MyogenicEndothelialCell_25177794	CDH5
H_SkeletalMuscle_Normal_MyogenicEndothelialCell_25177794	CD34
H_SkeletalMuscle_Normal_MyogenicEndothelialCell_25177794	PTPRC
H_SkeletalMuscle_Normal_MyogenicEndothelialCell_25177794	NCAM1
H_SkeletalMuscle_Normal_Pericyte_25177794	MCAM
H_SkeletalMuscle_Normal_Pericyte_25177794	CD34
H_SkeletalMuscle_Normal_Pericyte_25177794	PTPRC
H_SkeletalMuscle_Normal_Pericyte_25177794	NCAM1
H_SkeletalMuscle_Normal_AdventitialCell_25177794	PECAM1
H_SkeletalMuscle_Normal_AdventitialCell_25177794	CD34
H_SkeletalMuscle_Normal_AdventitialCell_25177794	PTPRC
H_SkeletalMuscle_Normal_AdventitialCell_25177794	NCAM1
H_Blood_Normal_WhiteBloodCell_29336105	PTPRC
H_Undefined_HepatocellularCancer_CancerStemCell_24244607	LIN28B
H_Endometrium_Normal_MesenchymalStemCell_28761446	ENG
H_Endometrium_Normal_MesenchymalStemCell_28761446	CD14
H_Endometrium_Normal_MesenchymalStemCell_28761446	ALCAM
H_Endometrium_Normal_MesenchymalStemCell_28761446	CD34
H_Endometrium_Normal_MesenchymalStemCell_28761446	PTPRC
H_Endometrium_Normal_MesenchymalStemCell_28761446	NT5E
H_Endometrium_Normal_MesenchymalStemCell_28761446	THY1
H_Endometrium_Normal_MesenchymalStemCell_28761446	HLA-ABC family
H_Endometrium_Normal_MesenchymalStemCell_28761446	HLA-DR family
H_Endometrium_Normal_MesenchymalStemCell_28761446	MHC class I
H_Undefined_OvarianTeratocarcinoma_CancerStemCell_24793306	PROM1
H_Undefined_Astroblastoma_CancerStemCell_28232116	ENG
H_Undefined_Astroblastoma_CancerStemCell_28232116	CD14
H_Undefined_Astroblastoma_CancerStemCell_28232116	ITGB1
H_Undefined_Astroblastoma_CancerStemCell_28232116	PECAM1
H_Undefined_Astroblastoma_CancerStemCell_28232116	CD34
H_Undefined_Astroblastoma_CancerStemCell_28232116	CD44
H_Undefined_Astroblastoma_CancerStemCell_28232116	PTPRC
H_Undefined_Astroblastoma_CancerStemCell_28232116	NT5E
H_Undefined_Astroblastoma_CancerStemCell_28232116	THY1
H_Eye_Normal_PigmentEpithelialCell_24265548	RPE65
H_Eye_Normal_BipolarCell_24265548	PRKCA
H_Eye_Normal_AmacrineCell_24265548	CRABP1
H_Eye_Normal_NeuralProgenitorCell_24265548	NES
H_Blood_Normal_ImmatureTransitionalBCell_25015272	CD19
H_Blood_Normal_ImmatureTransitionalBCell_25015272	CD24
H_Blood_Normal_ImmatureTransitionalBCell_25015272	CD38
H_Blood_Normal_NaiveBCell_25015272	CD19
H_Blood_Normal_NaiveBCell_25015272	CD24
H_Blood_Normal_NaiveBCell_25015272	CD38
H_Blood_Normal_MemoryBCell_25015272	CD19
H_Blood_Normal_MemoryBCell_25015272	CD27
H_Blood_Normal_NaiveBCell_28929596	CD27
H_Blood_Normal_NaiveBCell_28929596	IgD family
H_Blood_Normal_Non-SwitchedBCell_28929596	CD27
H_Blood_Normal_Non-SwitchedBCell_28929596	IgD family
H_Blood_Normal_SwitchedMemoryBCell_28929596	CD27
H_Blood_Normal_SwitchedMemoryBCell_28929596	IgD family
H_Blood_Normal_TransitionalBCell_28929596	CD24
H_Blood_Normal_TransitionalBCell_28929596	CD38
H_Blood_Normal_Plasmablast_28929596	CD38
H_Blood_Normal_Plasmablast_28929596	CD40LG
H_Blood_Normal_EffectorCd4+MemoryTTemCell_28929596	CCR7
H_Blood_Normal_EffectorCd4+MemoryTTemCell_28929596	PTPRC
H_PeripheralBlood_Normal_EndothelialProgenitorCell_29147957	PROM1
H_PeripheralBlood_Normal_EndothelialProgenitorCell_29147957	KDR
H_Esophagus_Normal_EsophagealMucosalCell_25283374	DCLK1
H_UmbilicalCordBlood_Normal_HematopoieticStemCell_25181353	PROM1
H_UmbilicalCordBlood_Normal_HematopoieticProgenitorCell_25181353	CD34
H_Undefined_ProstateCancer_BCell_24475900	MS4A1
H_PeriodontalLigament_Normal_MesenchymalStemCell_28301220	ENG
H_PeriodontalLigament_Normal_MesenchymalStemCell_28301220	CD34
H_PeriodontalLigament_Normal_MesenchymalStemCell_28301220	CD44
H_PeriodontalLigament_Normal_MesenchymalStemCell_28301220	PTPRC
H_PeriodontalLigament_Normal_MesenchymalStemCell_28301220	THY1
H_Liver_LiverCancer_CancerStemCell_28522194	EPCAM
H_AmnioticMembrane_Normal_MesenchymalStromalCell_24907728	ENG
H_AmnioticMembrane_Normal_MesenchymalStromalCell_24907728	ALCAM
H_AmnioticMembrane_Normal_MesenchymalStromalCell_24907728	NT5E
H_AmnioticMembrane_Normal_MesenchymalStromalCell_24907728	THY1
H_Undefined_NasopharyngealCancer_CancerStemCell_24955581	CD24
H_HairFollicle_Normal_NeuralCrestStemCell_27431246	NGFR
H_HairFollicle_Normal_NeuralCrestStemCell_27431246	ITGA4
H_HairFollicle_Normal_NeuralCrestStemCell_27431246	CHST10
H_PeripheralBlood_AcuteMyeloidLeukemia_MyeloidStemCell_27734526	NA
H_BoneMarrow_Normal_HematopoieticStemCell_24886724	CD34
H_BoneMarrow_Normal_HematopoieticStemCell_24886724	CD38
H_BoneMarrow_Normal_HematopoieticStemCell_24886724	THY1
H_Undefined_B-CellLymphoma_GerminalCenterBCell_22743653	GCSAM
H_Undefined_B-CellLymphoma_GerminalCenterBCell_22743653	GCSAM
H_Undefined_Normal_PluripotentStemCell_22493178	CDH11
H_Undefined_Normal_PluripotentStemCell_22493178	EFNA2
H_Undefined_Normal_PluripotentStemCell_22493178	GPC3
H_Undefined_Normal_PluripotentStemCell_22493178	PRSS50
H_Undefined_Normal_PluripotentStemCell_22493178	NECTIN2
H_Undefined_Normal_PluripotentStemCell_22493178	PECAM1
H_Undefined_Normal_PluripotentStemCell_22493178	EPCAM
H_Undefined_Normal_PluripotentStemCell_22493178	ITGA6
H_Undefined_Glioblastoma_CancerStem-LikeCell_22996727	PROM1
H_Blood_Normal_BCell_23722608	AICDA
H_Blood_Normal_BCell_23722608	MME
H_Blood_Normal_BCell_23722608	TNFSF13B
H_Blood_Normal_BCell_23722608	CD28
H_Blood_Normal_BCell_23722608	CD38
H_Blood_Normal_BCell_23722608	TFRC
H_Blood_Normal_BCell_23722608	CD86
H_PeripheralBlood_Normal_TCell_25799053	CCR7
H_PeripheralBlood_Normal_TCell_25799053	IL7R
H_PeripheralBlood_Normal_TCell_25799053	IL2RA
H_PeripheralBlood_Normal_TCell_25799053	CD27
H_PeripheralBlood_Normal_TCell_25799053	BTLA
H_PeripheralBlood_Normal_TCell_25799053	CD28
H_PeripheralBlood_Normal_TCell_25799053	CD3D
H_PeripheralBlood_Normal_TCell_25799053	CD3E
H_PeripheralBlood_Normal_TCell_25799053	CD3G
H_PeripheralBlood_Normal_TCell_25799053	CD4
H_PeripheralBlood_Normal_TCell_25799053	PTPRC
H_PeripheralBlood_Normal_TCell_25799053	PTPRC
H_PeripheralBlood_Normal_TCell_25799053	SELL
H_PeripheralBlood_Normal_TCell_25799053	CD8A
H_PeripheralBlood_Normal_TCell_25799053	CTLA4
H_PeripheralBlood_Normal_TCell_25799053	PDCD1
H_PeripheralBlood_Normal_TCell_25799053	HAVCR2
H_PeripheralBlood_Normal_BCell_25799053	CD19
H_PeripheralBlood_Normal_BCell_25799053	MS4A1
H_PeripheralBlood_Normal_BCell_25799053	CR2
H_PeripheralBlood_Normal_BCell_25799053	CD24
H_PeripheralBlood_Normal_BCell_25799053	CD27
H_PeripheralBlood_Normal_BCell_25799053	CD38
H_PeripheralBlood_Normal_BCell_25799053	PTPRC
H_PeripheralBlood_Normal_BCell_25799053	CD5
H_PeripheralBlood_Normal_BCell_25799053	IgD family
H_PeripheralBlood_Normal_BCell_25799053	CD40LG
H_PeripheralBlood_Normal_MyeloidCell_25799053	ITGAM
H_PeripheralBlood_Normal_MyeloidCell_25799053	ITGAX
H_PeripheralBlood_Normal_MyeloidCell_25799053	IL3RA
H_PeripheralBlood_Normal_MyeloidCell_25799053	FUT4
H_PeripheralBlood_Normal_MyeloidCell_25799053	FCGR3A
H_PeripheralBlood_Normal_MyeloidCell_25799053	FCGR3B
H_PeripheralBlood_Normal_MyeloidCell_25799053	CD33
H_PeripheralBlood_Normal_MyeloidCell_25799053	PTPRC
H_PeripheralBlood_Normal_MyeloidCell_25799053	CEACAM8
H_PeripheralBlood_Normal_MyeloidCell_25799053	HLA-DR family
H_PeripheralBlood_Normal_MyeloidCell_25799053	CASK
H_PeripheralBlood_Normal_Monocyte_25799053	CD274
H_PeripheralBlood_Normal_Monocyte_25799053	CD14
H_PeripheralBlood_Normal_Monocyte_25799053	F3
H_PeripheralBlood_Normal_Monocyte_25799053	FCGR3A
H_PeripheralBlood_Normal_Monocyte_25799053	FCGR3B
H_PeripheralBlood_Normal_Monocyte_25799053	FCGR2A
H_PeripheralBlood_Normal_Monocyte_25799053	FCGR2B
H_PeripheralBlood_Normal_Monocyte_25799053	FCGR2C
H_PeripheralBlood_Normal_Monocyte_25799053	CD40
H_PeripheralBlood_Normal_Monocyte_25799053	PTPRC
H_PeripheralBlood_Normal_Monocyte_25799053	FCGR1A
H_PeripheralBlood_Normal_Monocyte_25799053	CD80
H_PeripheralBlood_Normal_Monocyte_25799053	CD86
H_PeripheralBlood_Normal_Monocyte_25799053	HLA-DR family
H_PeripheralBlood_Normal_Monocyte_25799053	PDCD1
H_PeripheralBlood_Normal_Monocyte_25799053	TNFRSF1B
H_PeripheralBlood_Normal_Granulocyte_25799053	CCR3
H_PeripheralBlood_Normal_Granulocyte_25799053	CD14
H_PeripheralBlood_Normal_Granulocyte_25799053	FUT4
H_PeripheralBlood_Normal_Granulocyte_25799053	FCGR3A
H_PeripheralBlood_Normal_Granulocyte_25799053	FCGR3B
H_PeripheralBlood_Normal_Granulocyte_25799053	ENPP3
H_PeripheralBlood_Normal_Granulocyte_25799053	CD44
H_PeripheralBlood_Normal_Granulocyte_25799053	PTPRC
H_PeripheralBlood_Normal_Granulocyte_25799053	ITGA4
H_PeripheralBlood_Normal_Granulocyte_25799053	CD63
H_PeripheralBlood_Normal_Granulocyte_25799053	CEACAM8
H_PeripheralBlood_Normal_ClassicalMonocyte_25799053	ITGAM
H_PeripheralBlood_Normal_ClassicalMonocyte_25799053	ITGAX
H_PeripheralBlood_Normal_ClassicalMonocyte_25799053	IL3RA
H_PeripheralBlood_Normal_ClassicalMonocyte_25799053	CD14
H_PeripheralBlood_Normal_ClassicalMonocyte_25799053	FUT4
H_PeripheralBlood_Normal_ClassicalMonocyte_25799053	FCGR3A
H_PeripheralBlood_Normal_ClassicalMonocyte_25799053	FCGR3B
H_PeripheralBlood_Normal_ClassicalMonocyte_25799053	CD33
H_PeripheralBlood_Normal_ClassicalMonocyte_25799053	CEACAM8
H_PeripheralBlood_Normal_ClassicalMonocyte_25799053	HLA-DR family
H_PeripheralBlood_Normal_IntermediateMonocyte_25799053	ITGAM
H_PeripheralBlood_Normal_IntermediateMonocyte_25799053	ITGAX
H_PeripheralBlood_Normal_IntermediateMonocyte_25799053	IL3RA
H_PeripheralBlood_Normal_IntermediateMonocyte_25799053	CD14
H_PeripheralBlood_Normal_IntermediateMonocyte_25799053	FUT4
H_PeripheralBlood_Normal_IntermediateMonocyte_25799053	FCGR3A
H_PeripheralBlood_Normal_IntermediateMonocyte_25799053	FCGR3B
H_PeripheralBlood_Normal_IntermediateMonocyte_25799053	CD33
H_PeripheralBlood_Normal_IntermediateMonocyte_25799053	CEACAM8
H_PeripheralBlood_Normal_IntermediateMonocyte_25799053	HLA-DR family
H_PeripheralBlood_Normal_Non-ClassicalMonocyte_25799053	ITGAM
H_PeripheralBlood_Normal_Non-ClassicalMonocyte_25799053	ITGAX
H_PeripheralBlood_Normal_Non-ClassicalMonocyte_25799053	IL3RA
H_PeripheralBlood_Normal_Non-ClassicalMonocyte_25799053	CD14
H_PeripheralBlood_Normal_Non-ClassicalMonocyte_25799053	FUT4
H_PeripheralBlood_Normal_Non-ClassicalMonocyte_25799053	FCGR3A
H_PeripheralBlood_Normal_Non-ClassicalMonocyte_25799053	FCGR3B
H_PeripheralBlood_Normal_Non-ClassicalMonocyte_25799053	CD33
H_PeripheralBlood_Normal_Non-ClassicalMonocyte_25799053	CEACAM8
H_PeripheralBlood_Normal_Non-ClassicalMonocyte_25799053	HLA-DR family
H_PeripheralBlood_Normal_SuppressiveMonocyte_25799053	ITGAM
H_PeripheralBlood_Normal_SuppressiveMonocyte_25799053	ITGAX
H_PeripheralBlood_Normal_SuppressiveMonocyte_25799053	IL3RA
H_PeripheralBlood_Normal_SuppressiveMonocyte_25799053	CD14
H_PeripheralBlood_Normal_SuppressiveMonocyte_25799053	FUT4
H_PeripheralBlood_Normal_SuppressiveMonocyte_25799053	FCGR3A
H_PeripheralBlood_Normal_SuppressiveMonocyte_25799053	FCGR3B
H_PeripheralBlood_Normal_SuppressiveMonocyte_25799053	CD33
H_PeripheralBlood_Normal_SuppressiveMonocyte_25799053	CEACAM8
H_PeripheralBlood_Normal_SuppressiveMonocyte_25799053	HLA-DR family
H_PeripheralBlood_Normal_MonocyteDerivedDendriticCell_25799053	ITGAM
H_PeripheralBlood_Normal_MonocyteDerivedDendriticCell_25799053	ITGAX
H_PeripheralBlood_Normal_MonocyteDerivedDendriticCell_25799053	IL3RA
H_PeripheralBlood_Normal_MonocyteDerivedDendriticCell_25799053	CD14
H_PeripheralBlood_Normal_MonocyteDerivedDendriticCell_25799053	FUT4
H_PeripheralBlood_Normal_MonocyteDerivedDendriticCell_25799053	FCGR3A
H_PeripheralBlood_Normal_MonocyteDerivedDendriticCell_25799053	FCGR3B
H_PeripheralBlood_Normal_MonocyteDerivedDendriticCell_25799053	CD33
H_PeripheralBlood_Normal_MonocyteDerivedDendriticCell_25799053	CEACAM8
